"name";"answer";"questions";"rcounts"
Департамент академической политики;подобные заявки - на открытие ведомостей может подавать только деканат. Обращайтесь туда.;Здравствуйте, уважаемые коллеги!=====Письмо от доцента С. Ю. Стексовой.=====Организован дополнительный день пересдач по дисциплине «Основы проектной деятельности» для студентов, имеющих задолженности.  =====Открыть доступ к редактированию в ведомости для следующих групп и студентов: 1) ПОРМ(аб)-91 — Королева Ю. А., Нуралиева У. А., Лялина Е. А. 2) ЛПЕак(аб)-91 — Овсепян Г. М.  Дополнительный день пересдач — 27 июня, с 9:00 до 15:00.;3
Департамент академической политики;Программисты уже работают над утроением проблемы, к вечеру должно обновиться;Добрый день. Восстановите, пожалуйста, расписание групп ТТПсау(б)-91, ТТПсай(б)-92 и ТТПсау(б)-93 на портале ТОГУ. Срочно требуется. Спасибо.=====IP-адрес 93.81.227.34.;2
Департамент академической политики;Разработан агент для исправления данных  Действия - Исправления - Данные дтплома/приложения;Добрый день.=====В системе Лотус необходимо заменить данные на имя: Волосевич Валентина Сергеевна, номер диплома: 102724 0335038, вместо ошибочно внесённых: 200 000;2
Департамент академической политики;разрешение открыто для редактирования;Прошу открыть доступ к экзаменационной ведомости по дисциплине «Химия» для внесения изменений. Студентка Клыкова Д. Е. пересдала экзамен на повышенную оценку. Экзаменационный лист сдан вовремя, однако оценка не внесена в электронную ведомость. Прошу помочь внести изменения.;4
Департамент академической политики;Сегодня был зарегистрирован приказ на перевод студентов в группы ЛТП и ААХ. Списки групп в журнале преподавателя должны появиться;В Электронном журнале нет списков групп осеннего семестра: ТНТ(б)‑11, ТНТ(б)‑12 и ТНТ(б)‑13.=====Как отмечать посещаемость в весеннем семестре?=====IP-адрес: 164.138.94.62;2
Департамент академической политики;Студент в ведомость добавлен, можно создавать разрешение;Здравствуйте!=====Прошу добавить студентку в ведомость по дисциплине «Деловой язык».=====Работаю удалённо. Нужно было внести отметку в ведомость студента гр. ЛПА(б)-81 по дисциплине «История Дальнего Востока» в рамках сессии 2018–2019, но не могу добавить студента.;2
Департамент академической политики;студент удален из указанной ведомости;Здравствуйте!=====Просим открыть ведомость для удаления студента с Н/Я из ведомости по дисциплине «Макроэкономика» (курсовая работа).=====Сессия ЗФ 2019–2020 зима, группа БУ(аб)зуд — 81.=====Студент: Махитко Марина Александровна.=====С уважением, заместитель директора ИЭУ Кулик И. В.=====[Изображение:]=====Здравствуйте!=====Деканат ФПЭ, ауд. 209 л. Просим удалить ведомость преддипломной практики за 2020–2021 лето, гр. ЛХ(б) — 71. Студент Богословский Н. А., гр. ЛХ(б)— 91 восстановился и сдаст преддипломную практику в мае 2023 года.;2
Департамент академической политики;студент удален из указанных ведомостей;Прошу открыть ведомости для удаления студента с Н/Я.=====Из ведомости по дисциплинам:=====— Макроэкономическое планирование и прогнозирование;=====— Организационно-правовые основы создания предприятия;=====— Организация и управление предприятием;=====— Экономика недвижимости;=====— «Экономика организации (предприятия)» (курсовая работа);=====— «Экономика организации (предприятия)» (экзамен)=====требуется удалить Евгению Александровну Самохвалову.;3
Департамент академической политики;студентка удалена из указанных ведомостей;Добрый день! Удалите, пожалуйста, у студентки Пономаревой О.М., вышедшей с академического отпуска в 2021 году, старые ведомости 5-го семестра из системы Lotus. Сейчас она начинает сдавать сессию текущего семестра.  =====*Специалист по УМР на факультете начального, дошкольного и дефектологического образования Куташова В.В., тел. 42-07-27.*=====Прошу вас открыть ведомости в Lotus для удаления сведений о студенте с фамилией Н/Я. Сессия ЗФ, зима 2019–2020, группа ФК(аб) зу-71. Ведомость по дисциплинам: бюджетное планирование и прогнозирование, инвестиции, контроль знаний.;4
Департамент академической политики;Убедитесь, что в журнале ППС отображается осенний семестр, возможно Вы ПЫТАЕТЕСЬ НАЙТИ РАСПИСАНИЕ ГРУПП В ВЕСЕННЕМ СЕМЕСТРЕ. Если проблема не уйдет, повторите обращение.;«Добрый день! В журнал учёта посещаемости и успеваемости отсутствуют записи о группах ПОФК, ПОИО, ПОИТ, ППО, ПСП.=====У этих групп сегодня занятие — установочная лекция по возрастной анатомии и физиологии в дистанционном формате.=====Ст. преподаватель БЭХ Нестеренко А. О., IP-адрес: 92.37.143.73.=====Заочникам ПОИО, ПОИТ, ПОФК, ППО, ПСП не вписан график занятий, пропуски, и другая информация в журнале преподавателя.»=====*Важно отметить, что это изменённый вариант текста, который может быть неприменим к реальной ситуации.*;2
Департамент академической политики;Экзаменационный лист открыт для редактирования;Прошу открыть доступ к зачётной ведомости по культурологии для студента Овчинникова Ю. В., период сессии 27.01.2020 г. IP-адрес: 10.10.100.114.
Заранее благодарю.;экзаменационный лист &#8470;190700090,4 &nbsp;студенту Жилину Максиму Олеговичу &nbsp;Ошибочно проставлен зачет вместо Н/Я                Сессия 2019-2020г. гр. КСТ(аб)-91 &nbsp;Физика &nbsp;Ведомость &#8470; 190700090 &nbsp;(See attached file: сканирование0521.pdf)";2
Департамент академической политики;Эта практика была в осеннем 3 семестре. В нагрузке ошибка.;От: Татьяна Барышева, преподаватель <000;2
Планы (РПД, АИС Нагрузка);"Здравствуйте!  Такой возможности нет. На кафедре должен быть ответственный или зав. кафедрой, у которого есть доступ к АС ""Нагрузка ВУЗа"". Он и будет заполнять за всех преподавателей отчеты.";Добрый день! Есть ли возможность заполнить «Отчёт о выполнении учебной нагрузки» в программе АС «Нагрузка» дистанционно? Подскажите, как подключиться к системе «Нагрузка ВУЗа» с домашнего компьютера. IP-адрес: 193.233.168.120, 87.225.86.15. Отчёты по нагрузке нужно заполнить, так как доступ в университет закрыт.;2
Эффективный контракт;Ответ направлен на электронную почту.;**Здравствуйте.**=====1. Какой минимальный уровень учебной нагрузки в этом году?2. Какой процент учебной нагрузки должен быть выполнен, чтобы применялась основная ставка?=====**IP-адрес:** 80.83.234.127  =====**Здравствуйте.** =====1. Какой минимальный уровень учебной нагрузки в этом году? =====**А.** **IP-адрес:** 80.83.234.186 =====Вот возможный вариант сокращения и обезличивания предоставленного вами текста. Сокращение и обезличивание данных в тексте могут зависеть от контекста и требований к конфиденциальности информации. В данном случае, в нём предоставлялись вопросы о нагрузке и учебной работе, поэтому можно сократить и обезличить данные, убрав из текста фамилии, IP-адреса и другие личные данные.;2
Эффективный контракт;Сроки проведения оценки и подведения итогов устанавливаются в соответствии с Положением об оценке эффективности деятельности и назначении стимулирующих выплат за интенсивность и высокие результаты работы педагогическим работникам, относящимся к профессорско-преподавательскому составу. Размещено в личном кабинете раздел Сотрудники - Эффективный контракт-ППС.;Добрый день! Подскажите, пожалуйста, срок ожидания результата проверки Таблицы 1.3 «Воспитательная работа» из Отчета о выполнении индивидуального плана преподавателя? Таблица 1.3 была отправлена на проверку 3 июня 2020 года по IP-адресу 92.37.146.251.
Подскажите, до какого числа необходимо заполнить Таблицу эффективности? Я ухожу в отпуск 29 июня. Если будут замечания, будет ли возможность их исправить? По IP-адресу 62.249.146.58.;4
